Date,Drug_Name,Brand_Name,Strength,Opening_Stock,Received_Qty,Issued_Qty,Closing_Stock,Shortage_Flag,Lead_Time,USD_Rate
2022-11-01,Gliclazide,Diamicron-MR,60mg,9565.0,5482.0,5221.0,9826.0,0,12.0,366.5
2022-12-01,Gliclazide,Diamicron-MR,60mg,9826.0,5151.0,4906.0,10071.0,0,13.0,368.2
2023-01-01,Gliclazide,Diamicron-MR,60mg,10071.0,5367.0,5111.0,10327.0,0,14.0,365.4
2023-02-01,Gliclazide,Diamicron-MR,60mg,10327.0,5422.0,5164.0,10585.0,0,12.0,362.1
2023-03-01,Gliclazide,Diamicron-MR,60mg,10585.0,6019.0,5732.0,10872.0,0,11.0,340.5
2023-04-01,Gliclazide,Diamicron-MR,60mg,10872.0,7659.0,7294.0,11237.0,0,15.0,325.2
2023-05-01,Gliclazide,Diamicron-MR,60mg,11237.0,4318.0,4112.0,11443.0,0,8.0,315.8
2023-06-01,Gliclazide,Diamicron-MR,60mg,11443.0,6218.0,5922.0,11739.0,0,9.0,310.4
2023-07-01,Gliclazide,Diamicron-MR,60mg,11739.0,6586.0,6272.0,12053.0,0,7.0,312.1
2023-08-01,Gliclazide,Diamicron-MR,60mg,12053.0,6553.0,6241.0,12365.0,0,8.0,315.6
2023-09-01,Gliclazide,Diamicron-MR,60mg,12365.0,5724.0,5451.0,12638.0,0,7.0,318.9
2023-10-01,Gliclazide,Diamicron-MR,60mg,12638.0,4477.0,4264.0,12851.0,0,10.0,320.5
2023-11-01,Gliclazide,Diamicron-MR,60mg,12851.0,5945.0,5662.0,13134.0,0,11.0,322.1
2023-12-01,Gliclazide,Diamicron-MR,60mg,13134.0,7257.0,6911.0,13480.0,0,9.0,324.5
2024-01-01,Gliclazide,Diamicron-MR,60mg,13480.0,4505.0,4290.0,13695.0,0,10.0,323.8
2024-02-01,Gliclazide,Diamicron-MR,60mg,13695.0,6670.0,6352.0,14013.0,0,12.0,318.2
2024-03-01,Gliclazide,Diamicron-MR,60mg,14013.0,5825.0,5548.0,14290.0,0,14.0,310.5
2024-04-01,Gliclazide,Diamicron-MR,60mg,14290.0,6332.0,6030.0,14592.0,0,15.0,305.1
2024-05-01,Gliclazide,Diamicron-MR,60mg,14592.0,5637.0,5369.0,14860.0,0,18.0,302.4
2024-06-01,Gliclazide,Diamicron-MR,60mg,14860.0,6376.0,6072.0,15164.0,0,12.0,300.8
2024-07-01,Gliclazide,Diamicron-MR,60mg,15164.0,8109.0,7723.0,15550.0,0,10.0,304.5
2024-08-01,Gliclazide,Diamicron-MR,60mg,15550.0,7118.0,6779.0,15889.0,0,9.0,302.1
2024-09-01,Gliclazide,Diamicron-MR,60mg,15889.0,8166.0,7777.0,16278.0,0,11.0,300.5
2024-10-01,Gliclazide,Diamicron-MR,60mg,16278.0,7235.0,6890.0,16623.0,0,10.0,305.8
2024-11-01,Gliclazide,Diamicron-MR,60mg,16623.0,6290.0,5990.0,16923.0,0,9.0,310.2
2024-12-01,Gliclazide,Diamicron-MR,60mg,16923.0,7568.0,7208.0,17283.0,0,11.0,315.4
2025-01-01,Gliclazide,Diamicron-MR,60mg,17283.0,6301.0,6001.0,17583.0,0,12.0,320.1
2025-02-01,Gliclazide,Diamicron-MR,60mg,17583.0,6902.0,6573.0,17912.0,0,14.0,322.5
2025-03-01,Gliclazide,Diamicron-MR,60mg,17912.0,6090.0,5800.0,18202.0,0,12.0,325.8
2025-04-01,Gliclazide,Diamicron-MR,60mg,18202.0,6715.0,6395.0,18522.0,0,11.0,328.1
2025-05-01,Gliclazide,Diamicron-MR,60mg,18522.0,6187.0,5892.0,18817.0,0,10.0,330.4
2025-06-01,Gliclazide,Diamicron-MR,60mg,18817.0,10243.0,9755.0,19305.0,0,14.0,332.1
2025-07-01,Gliclazide,Diamicron-MR,60mg,19305.0,8972.0,8545.0,19732.0,0,15.0,335.2
2025-08-01,Gliclazide,Diamicron-MR,60mg,19732.0,5398.0,5141.0,19989.0,0,12.0,338.5
2025-09-01,Gliclazide,Diamicron-MR,60mg,19989.0,8298.0,7903.0,20384.0,0,10.0,340.2
2025-10-01,Gliclazide,Diamicron-MR,60mg,20384.0,7888.0,7512.0,20760.0,0,11.0,342.1
2025-11-01,Gliclazide,Diamicron-MR,60mg,20760.0,4239.0,4037.0,20962.0,0,13.0,345.5
2025-12-01,Gliclazide,Diamicron-MR,60mg,20962.0,2798.0,2665.0,21095.0,0,14.0,348.9
2026-01-01,Gliclazide,Diamicron-MR,60mg,21095.0,7155.0,6814.0,21436.0,0,10.0,310.5
2020-01-01,Gliclazide,Diatica,80mg,300.0,2505.0,2386.0,419.0,0,7.0,181.3
2020-02-01,Gliclazide,Diatica,80mg,419.0,2822.0,2688.0,553.0,0,8.0,181.5
2020-03-01,Gliclazide,Diatica,80mg,553.0,3176.0,3025.0,704.0,0,6.0,185.3
2020-04-01,Gliclazide,Diatica,80mg,704.0,2970.0,2829.0,845.0,0,9.0,192.5
2020-05-01,Gliclazide,Diatica,80mg,845.0,1988.0,1893.0,940.0,0,7.0,188.2
2020-06-01,Gliclazide,Diatica,80mg,940.0,3062.0,2916.0,1086.0,0,10.0,186.4
2020-07-01,Gliclazide,Diatica,80mg,1086.0,3078.0,2931.0,1233.0,0,8.0,185.9
2020-08-01,Gliclazide,Diatica,80mg,1233.0,3332.0,3173.0,1392.0,0,7.0,184.2
2020-09-01,Gliclazide,Diatica,80mg,1392.0,4029.0,3837.0,1584.0,0,9.0,184.8
2020-10-01,Gliclazide,Diatica,80mg,1584.0,2296.0,2187.0,1693.0,0,6.0,184.5
2020-11-01,Gliclazide,Diatica,80mg,1693.0,2787.0,2654.0,1826.0,0,8.0,185.1
2020-12-01,Gliclazide,Diatica,80mg,1826.0,3201.0,3049.0,1978.0,0,11.0,186.7
2021-01-01,Gliclazide,Diatica,80mg,1978.0,2223.0,2117.0,2084.0,0,9.0,190.2
2021-02-01,Gliclazide,Diatica,80mg,2084.0,3418.0,3255.0,2247.0,0,10.0,194.5
2021-03-01,Gliclazide,Diatica,80mg,2247.0,2871.0,2734.0,2384.0,0,12.0,198.1
2021-04-01,Gliclazide,Diatica,80mg,2384.0,3130.0,2981.0,2533.0,0,8.0,201.3
2021-05-01,Gliclazide,Diatica,80mg,2533.0,2617.0,2492.0,2658.0,0,11.0,200.5
2021-06-01,Gliclazide,Diatica,80mg,2658.0,3361.0,3201.0,2818.0,0,7.0,201.8
2021-07-01,Gliclazide,Diatica,80mg,2818.0,3634.0,3461.0,2991.0,0,9.0,202.4
2021-08-01,Gliclazide,Diatica,80mg,2991.0,3297.0,3140.0,3148.0,0,8.0,203.1
2021-09-01,Gliclazide,Diatica,80mg,3148.0,3330.0,3171.0,3307.0,0,10.0,203.5
2021-10-01,Gliclazide,Diatica,80mg,3307.0,3314.0,3156.0,3465.0,0,12.0,203.2
2021-11-01,Gliclazide,Diatica,80mg,3465.0,2720.0,2590.0,3595.0,0,7.0,203.8
2021-12-01,Gliclazide,Diatica,80mg,3595.0,2914.0,2775.0,3734.0,0,13.0,204.5
2022-01-01,Gliclazide,Diatica,80mg,3734.0,2800.0,2667.0,3867.0,0,14.0,205.1
2022-02-01,Gliclazide,Diatica,80mg,3867.0,2951.0,2810.0,4008.0,0,11.0,208.4
2022-03-01,Gliclazide,Diatica,80mg,4008.0,3209.0,3056.0,4161.0,0,15.0,290.5
2022-04-01,Gliclazide,Diatica,80mg,4161.0,2392.0,2278.0,4275.0,0,18.0,320.1
2022-05-01,Gliclazide,Diatica,80mg,4275.0,2846.0,2710.0,4411.0,0,14.0,355.4
2022-06-01,Gliclazide,Diatica,80mg,4411.0,3778.0,3598.0,4591.0,0,12.0,360.2
2022-07-01,Gliclazide,Diatica,80mg,4591.0,2816.0,2682.0,4725.0,0,11.0,362.5
2022-08-01,Gliclazide,Diatica,80mg,4725.0,2862.0,2726.0,4861.0,0,15.0,361.8
2022-09-01,Gliclazide,Diatica,80mg,4861.0,3371.0,3210.0,5022.0,0,10.0,363.2
2022-10-01,Gliclazide,Diatica,80mg,5022.0,3673.0,3498.0,5197.0,0,9.0,365.1
2022-11-01,Gliclazide,Diatica,80mg,5197.0,3153.0,3003.0,5347.0,0,12.0,366.5
2022-12-01,Gliclazide,Diatica,80mg,5347.0,3698.0,3522.0,5523.0,0,13.0,368.2
2023-01-01,Gliclazide,Diatica,80mg,5523.0,3313.0,3155.0,5681.0,0,14.0,365.4
2023-02-01,Gliclazide,Diatica,80mg,5681.0,3213.0,3060.0,5834.0,0,12.0,362.1
2023-03-01,Gliclazide,Diatica,80mg,5834.0,3052.0,2907.0,5979.0,0,11.0,340.5
2023-04-01,Gliclazide,Diatica,80mg,5979.0,4041.0,3849.0,6171.0,0,15.0,325.2
2023-05-01,Gliclazide,Diatica,80mg,6171.0,2858.0,2722.0,6307.0,0,8.0,315.8
2023-06-01,Gliclazide,Diatica,80mg,6307.0,2277.0,2169.0,6415.0,0,9.0,310.4
2023-07-01,Gliclazide,Diatica,80mg,6415.0,4073.0,3879.0,6609.0,0,7.0,312.1
2023-08-01,Gliclazide,Diatica,80mg,6609.0,3073.0,2927.0,6755.0,0,8.0,315.6
2023-09-01,Gliclazide,Diatica,80mg,6755.0,3379.0,3218.0,6916.0,0,7.0,318.9
2023-10-01,Gliclazide,Diatica,80mg,6916.0,4005.0,3814.0,7107.0,0,10.0,320.5
2023-11-01,Gliclazide,Diatica,80mg,7107.0,2517.0,2397.0,7227.0,0,11.0,322.1
2023-12-01,Gliclazide,Diatica,80mg,7227.0,2554.0,2432.0,7349.0,0,9.0,324.5
2024-01-01,Gliclazide,Diatica,80mg,7349.0,2330.0,2219.0,7460.0,0,10.0,323.8
2024-02-01,Gliclazide,Diatica,80mg,7460.0,2557.0,2435.0,7582.0,0,12.0,318.2
2024-03-01,Gliclazide,Diatica,80mg,7582.0,3051.0,2906.0,7727.0,0,14.0,310.5
2024-04-01,Gliclazide,Diatica,80mg,7727.0,3135.0,2986.0,7876.0,0,15.0,305.1
2024-05-01,Gliclazide,Diatica,80mg,7876.0,3125.0,2976.0,8025.0,0,18.0,302.4
2024-06-01,Gliclazide,Diatica,80mg,8025.0,2531.0,2410.0,8146.0,0,12.0,300.8
2024-07-01,Gliclazide,Diatica,80mg,8146.0,2302.0,2192.0,8256.0,0,10.0,304.5
2024-08-01,Gliclazide,Diatica,80mg,8256.0,3375.0,3214.0,8417.0,0,9.0,302.1
2024-09-01,Gliclazide,Diatica,80mg,8417.0,3150.0,3000.0,8567.0,0,11.0,300.5
2024-10-01,Gliclazide,Diatica,80mg,8567.0,3585.0,3414.0,8738.0,0,10.0,305.8
2024-11-01,Gliclazide,Diatica,80mg,8738.0,3617.0,3445.0,8910.0,0,9.0,310.2
2024-12-01,Gliclazide,Diatica,80mg,8910.0,3198.0,3046.0,9062.0,0,11.0,315.4
2025-01-01,Gliclazide,Diatica,80mg,9062.0,3377.0,3216.0,9223.0,0,12.0,320.1
2025-02-01,Gliclazide,Diatica,80mg,9223.0,3031.0,2887.0,9367.0,0,14.0,322.5
2025-03-01,Gliclazide,Diatica,80mg,9367.0,3145.0,2995.0,9517.0,0,12.0,325.8
2025-04-01,Gliclazide,Diatica,80mg,9517.0,2652.0,2526.0,9643.0,0,11.0,328.1
2025-05-01,Gliclazide,Diatica,80mg,9643.0,2967.0,2826.0,9784.0,0,10.0,330.4
2025-06-01,Gliclazide,Diatica,80mg,9784.0,3856.0,3672.0,9968.0,0,14.0,332.1
2025-07-01,Gliclazide,Diatica,80mg,9968.0,2523.0,2403.0,10088.0,0,15.0,335.2
2025-08-01,Gliclazide,Diatica,80mg,10088.0,2910.0,2771.0,10227.0,0,12.0,338.5
2025-09-01,Gliclazide,Diatica,80mg,10227.0,6388.0,6084.0,10531.0,0,10.0,340.2
2025-10-01,Gliclazide,Diatica,80mg,10531.0,1084.0,1032.0,10583.0,0,11.0,342.1
2025-11-01,Gliclazide,Diatica,80mg,10583.0,1269.0,1209.0,10670.0,0,13.0,345.5
2025-12-01,Gliclazide,Diatica,80mg,10670.0,5648.0,5379.0,10939.0,0,14.0,348.9
2026-01-01,Gliclazide,Diatica,80mg,10939.0,3659.0,3485.0,11113.0,0,10.0,310.5
2020-01-01,Gliclazide,Glycinorm,80mg,300.0,1771.0,1687.0,384.0,0,11.0,181.3
2020-02-01,Gliclazide,Glycinorm,80mg,384.0,1470.0,1400.0,454.0,0,9.0,181.5
2020-03-01,Gliclazide,Glycinorm,80mg,454.0,1257.0,1197.0,514.0,0,12.0,185.3
2020-04-01,Gliclazide,Glycinorm,80mg,514.0,1262.0,1202.0,574.0,0,10.0,192.5
2020-05-01,Gliclazide,Glycinorm,80mg,574.0,1062.0,1011.0,625.0,0,8.0,188.2
2020-06-01,Gliclazide,Glycinorm,80mg,625.0,1118.0,1065.0,678.0,0,13.0,186.4
2020-07-01,Gliclazide,Glycinorm,80mg,678.0,1184.0,1128.0,734.0,0,7.0,185.9
2020-08-01,Gliclazide,Glycinorm,80mg,734.0,1408.0,1341.0,801.0,0,10.0,184.2
2020-09-01,Gliclazide,Glycinorm,80mg,801.0,1652.0,1573.0,880.0,0,9.0,184.8
2020-10-01,Gliclazide,Glycinorm,80mg,880.0,1077.0,1026.0,931.0,0,12.0,184.5
2020-11-01,Gliclazide,Glycinorm,80mg,931.0,1467.0,1397.0,1001.0,0,8.0,185.1
2020-12-01,Gliclazide,Glycinorm,80mg,1001.0,1227.0,1169.0,1059.0,0,14.0,186.7
2021-01-01,Gliclazide,Glycinorm,80mg,1059.0,1575.0,1500.0,1134.0,0,11.0,190.2
2021-02-01,Gliclazide,Glycinorm,80mg,1134.0,1442.0,1373.0,1203.0,0,10.0,194.5
2021-03-01,Gliclazide,Glycinorm,80mg,1203.0,1098.0,1046.0,1255.0,0,12.0,198.1
2021-04-01,Gliclazide,Glycinorm,80mg,1255.0,1609.0,1532.0,1332.0,0,9.0,201.3
2021-05-01,Gliclazide,Glycinorm,80mg,1332.0,1229.0,1170.0,1391.0,0,13.0,200.5
2021-06-01,Gliclazide,Glycinorm,80mg,1391.0,1196.0,1139.0,1448.0,0,11.0,201.8
2021-07-01,Gliclazide,Glycinorm,80mg,1448.0,1079.0,1028.0,1499.0,0,10.0,202.4
2021-08-01,Gliclazide,Glycinorm,80mg,1499.0,1148.0,1093.0,1554.0,0,14.0,203.1
2021-09-01,Gliclazide,Glycinorm,80mg,1554.0,1381.0,1315.0,1620.0,0,8.0,203.5
2021-10-01,Gliclazide,Glycinorm,80mg,1620.0,1306.0,1244.0,1682.0,0,12.0,203.2
2021-11-01,Gliclazide,Glycinorm,80mg,1682.0,1473.0,1403.0,1752.0,0,10.0,203.8
2021-12-01,Gliclazide,Glycinorm,80mg,1752.0,1536.0,1463.0,1825.0,0,11.0,204.5
2022-01-01,Gliclazide,Glycinorm,80mg,1825.0,1813.0,1727.0,1911.0,0,14.0,205.1
2022-02-01,Gliclazide,Glycinorm,80mg,1911.0,1416.0,1349.0,1978.0,0,9.0,208.4
2022-03-01,Gliclazide,Glycinorm,80mg,1978.0,1175.0,1119.0,2034.0,0,13.0,290.5
2022-04-01,Gliclazide,Glycinorm,80mg,2034.0,1666.0,1587.0,2113.0,0,12.0,320.1
2022-05-01,Gliclazide,Glycinorm,80mg,2113.0,1298.0,1236.0,2175.0,0,10.0,355.4
2022-06-01,Gliclazide,Glycinorm,80mg,2175.0,1554.0,1480.0,2249.0,0,11.0,360.2
2022-07-01,Gliclazide,Glycinorm,80mg,2249.0,1362.0,1297.0,2314.0,0,14.0,362.5
2022-08-01,Gliclazide,Glycinorm,80mg,2314.0,1260.0,1200.0,2374.0,0,9.0,361.8
2022-09-01,Gliclazide,Glycinorm,80mg,2374.0,1384.0,1318.0,2440.0,0,12.0,363.2
2022-10-01,Gliclazide,Glycinorm,80mg,2440.0,1827.0,1740.0,2527.0,0,10.0,365.1
2022-11-01,Gliclazide,Glycinorm,80mg,2527.0,1944.0,1851.0,2620.0,0,11.0,366.5
2022-12-01,Gliclazide,Glycinorm,80mg,2620.0,1491.0,1420.0,2691.0,0,8.0,368.2
2023-01-01,Gliclazide,Glycinorm,80mg,2691.0,1546.0,1472.0,2765.0,0,13.0,365.4
2023-02-01,Gliclazide,Glycinorm,80mg,2765.0,1778.0,1693.0,2850.0,0,10.0,362.1
2023-03-01,Gliclazide,Glycinorm,80mg,2850.0,1310.0,1248.0,2912.0,0,11.0,340.5
2023-04-01,Gliclazide,Glycinorm,80mg,2912.0,1514.0,1442.0,2984.0,0,14.0,325.2
2023-05-01,Gliclazide,Glycinorm,80mg,2984.0,0.0,1313.0,1671.0,0,0.0,315.8
2023-06-01,Gliclazide,Glycinorm,80mg,1671.0,1398.0,1331.0,1738.0,0,12.0,310.4
2023-07-01,Gliclazide,Glycinorm,80mg,1738.0,1151.0,1096.0,1793.0,0,10.0,312.1
2023-08-01,Gliclazide,Glycinorm,80mg,1793.0,1027.0,978.0,1842.0,0,11.0,315.6
2023-09-01,Gliclazide,Glycinorm,80mg,1842.0,977.0,930.0,1889.0,0,8.0,318.9
2023-10-01,Gliclazide,Glycinorm,80mg,1889.0,1170.0,1114.0,1945.0,0,13.0,320.5
2023-11-01,Gliclazide,Glycinorm,80mg,1945.0,1347.0,1283.0,2009.0,0,12.0,322.1
2023-12-01,Gliclazide,Glycinorm,80mg,2009.0,1433.0,1365.0,2077.0,0,10.0,324.5
2024-01-01,Gliclazide,Glycinorm,80mg,2077.0,2046.0,1949.0,2174.0,0,11.0,323.8
2024-02-01,Gliclazide,Glycinorm,80mg,2174.0,1811.0,1725.0,2260.0,0,14.0,318.2
2024-03-01,Gliclazide,Glycinorm,80mg,2260.0,1306.0,1244.0,2322.0,0,9.0,310.5
2024-04-01,Gliclazide,Glycinorm,80mg,2322.0,1539.0,1466.0,2395.0,0,13.0,305.1
2024-05-01,Gliclazide,Glycinorm,80mg,2395.0,1321.0,1258.0,2458.0,0,12.0,302.4
2024-06-01,Gliclazide,Glycinorm,80mg,2458.0,1297.0,1235.0,2520.0,0,10.0,300.8
2024-07-01,Gliclazide,Glycinorm,80mg,2520.0,1360.0,1295.0,2585.0,0,11.0,304.5
2024-08-01,Gliclazide,Glycinorm,80mg,2585.0,1451.0,1382.0,2654.0,0,14.0,302.1
2024-09-01,Gliclazide,Glycinorm,80mg,2654.0,1284.0,1223.0,2715.0,0,9.0,300.5
2024-10-01,Gliclazide,Glycinorm,80mg,2715.0,1645.0,1567.0,2793.0,0,13.0,305.8
2024-11-01,Gliclazide,Glycinorm,80mg,2793.0,1234.0,1175.0,2852.0,0,12.0,310.2
2024-12-01,Gliclazide,Glycinorm,80mg,2852.0,1520.0,1448.0,2924.0,0,10.0,315.4
2025-01-01,Gliclazide,Glycinorm,80mg,2924.0,0.0,2183.0,741.0,0,0.0,320.1
2025-02-01,Gliclazide,Glycinorm,80mg,741.0,1610.0,1533.0,818.0,0,14.0,322.5
2025-03-01,Gliclazide,Glycinorm,80mg,818.0,1898.0,1808.0,908.0,0,12.0,325.8
2025-04-01,Gliclazide,Glycinorm,80mg,908.0,1503.0,1431.0,980.0,0,11.0,328.1
2025-05-01,Gliclazide,Glycinorm,80mg,980.0,1554.0,1480.0,1054.0,0,10.0,330.4
2025-06-01,Gliclazide,Glycinorm,80mg,1054.0,1602.0,1526.0,1130.0,0,14.0,332.1
2025-07-01,Gliclazide,Glycinorm,80mg,1130.0,807.0,769.0,1168.0,0,8.0,335.2
2025-08-01,Gliclazide,Glycinorm,80mg,1168.0,748.0,712.0,1204.0,0,7.0,338.5
2025-09-01,Gliclazide,Glycinorm,80mg,1204.0,2619.0,2494.0,1329.0,0,13.0,340.2
2025-10-01,Gliclazide,Glycinorm,80mg,1329.0,3667.0,3492.0,1504.0,0,10.0,342.1
2025-11-01,Gliclazide,Glycinorm,80mg,1504.0,1463.0,1393.0,1574.0,0,11.0,345.5
2025-12-01,Gliclazide,Glycinorm,80mg,1574.0,1506.0,1434.0,1646.0,0,14.0,348.9
2026-01-01,Gliclazide,Glycinorm,80mg,1646.0,330.0,314.0,1662.0,0,10.0,310.5
2020-01-01,Sitagliptin,Sitavic ,100mg,300.0,684.0,651.0,333.0,0,7.0,181.3
2020-02-01,Sitagliptin,Sitavic ,100mg,333.0,521.0,496.0,358.0,0,8.0,181.5
2020-03-01,Sitagliptin,Sitavic ,100mg,358.0,446.0,425.0,379.0,0,6.0,185.3
2020-04-01,Sitagliptin,Sitavic ,100mg,379.0,347.0,330.0,396.0,0,9.0,192.5
2020-05-01,Sitagliptin,Sitavic ,100mg,396.0,489.0,466.0,419.0,0,7.0,188.2
2020-06-01,Sitagliptin,Sitavic ,100mg,419.0,767.0,730.0,456.0,0,10.0,186.4
2020-07-01,Sitagliptin,Sitavic ,100mg,456.0,584.0,556.0,484.0,0,8.0,185.9
2020-08-01,Sitagliptin,Sitavic ,100mg,484.0,524.0,499.0,509.0,0,7.0,184.2
2020-09-01,Sitagliptin,Sitavic ,100mg,509.0,641.0,610.0,540.0,0,9.0,184.8
2020-10-01,Sitagliptin,Sitavic ,100mg,540.0,491.0,468.0,563.0,0,6.0,184.5
2020-11-01,Sitagliptin,Sitavic ,100mg,563.0,609.0,580.0,592.0,0,8.0,185.1
2020-12-01,Sitagliptin,Sitavic ,100mg,592.0,649.0,618.0,623.0,0,11.0,186.7
2021-01-01,Sitagliptin,Sitavic ,100mg,623.0,623.0,593.0,653.0,0,9.0,190.2
2021-02-01,Sitagliptin,Sitavic ,100mg,653.0,689.0,656.0,686.0,0,10.0,194.5
2021-03-01,Sitagliptin,Sitavic ,100mg,686.0,621.0,591.0,716.0,0,12.0,198.1
2021-04-01,Sitagliptin,Sitavic ,100mg,716.0,631.0,601.0,746.0,0,8.0,201.3
2021-05-01,Sitagliptin,Sitavic ,100mg,746.0,505.0,481.0,770.0,0,11.0,200.5
2021-06-01,Sitagliptin,Sitavic ,100mg,770.0,643.0,612.0,801.0,0,7.0,201.8
2021-07-01,Sitagliptin,Sitavic ,100mg,801.0,736.0,701.0,836.0,0,9.0,202.4
2021-08-01,Sitagliptin,Sitavic ,100mg,836.0,520.0,495.0,861.0,0,8.0,203.1
2021-09-01,Sitagliptin,Sitavic ,100mg,861.0,551.0,525.0,887.0,0,10.0,203.5
2021-10-01,Sitagliptin,Sitavic ,100mg,887.0,800.0,762.0,925.0,0,12.0,203.2
2021-11-01,Sitagliptin,Sitavic ,100mg,925.0,652.0,621.0,956.0,0,7.0,203.8
2021-12-01,Sitagliptin,Sitavic ,100mg,956.0,833.0,793.0,996.0,0,13.0,204.5
2022-01-01,Sitagliptin,Sitavic ,100mg,996.0,622.0,592.0,1026.0,0,14.0,205.1
2022-02-01,Sitagliptin,Sitavic ,100mg,1026.0,802.0,764.0,1064.0,0,11.0,208.4
2022-03-01,Sitagliptin,Sitavic ,100mg,1064.0,634.0,604.0,1094.0,0,15.0,290.5
2022-04-01,Sitagliptin,Sitavic ,100mg,1094.0,626.0,596.0,1124.0,0,18.0,320.1
2022-05-01,Sitagliptin,Sitavic ,100mg,1124.0,747.0,711.0,1160.0,0,14.0,355.4
2022-06-01,Sitagliptin,Sitavic ,100mg,1160.0,562.0,535.0,1187.0,0,12.0,360.2
2022-07-01,Sitagliptin,Sitavic ,100mg,1187.0,528.0,503.0,1212.0,0,11.0,362.5
2022-08-01,Sitagliptin,Sitavic ,100mg,1212.0,593.0,565.0,1240.0,0,15.0,361.8
2022-09-01,Sitagliptin,Sitavic ,100mg,1240.0,711.0,677.0,1274.0,0,10.0,363.2
2022-10-01,Sitagliptin,Sitavic ,100mg,1274.0,546.0,520.0,1300.0,0,9.0,365.1
2022-11-01,Sitagliptin,Sitavic ,100mg,1300.0,778.0,741.0,1337.0,0,12.0,366.5
2022-12-01,Sitagliptin,Sitavic ,100mg,1337.0,656.0,625.0,1368.0,0,13.0,368.2
2023-01-01,Sitagliptin,Sitavic ,100mg,1368.0,833.0,793.0,1408.0,0,14.0,365.4
2023-02-01,Sitagliptin,Sitavic ,100mg,1408.0,475.0,452.0,1431.0,0,12.0,362.1
2023-03-01,Sitagliptin,Sitavic ,100mg,1431.0,583.0,555.0,1459.0,0,11.0,340.5
2023-04-01,Sitagliptin,Sitavic ,100mg,1459.0,492.0,469.0,1482.0,0,15.0,325.2
2023-05-01,Sitagliptin,Sitavic ,100mg,1482.0,550.0,524.0,1508.0,0,8.0,315.8
2023-06-01,Sitagliptin,Sitavic ,100mg,1508.0,649.0,618.0,1539.0,0,9.0,310.4
2023-07-01,Sitagliptin,Sitavic ,100mg,1539.0,625.0,595.0,1569.0,0,7.0,312.1
2023-08-01,Sitagliptin,Sitavic ,100mg,1569.0,644.0,613.0,1600.0,0,8.0,315.6
2023-09-01,Sitagliptin,Sitavic ,100mg,1600.0,0.0,651.0,949.0,0,0.0,318.9
2023-10-01,Sitagliptin,Sitavic ,100mg,949.0,751.0,715.0,985.0,0,10.0,320.5
2023-11-01,Sitagliptin,Sitavic ,100mg,985.0,642.0,611.0,1016.0,0,11.0,322.1
2023-12-01,Sitagliptin,Sitavic ,100mg,1016.0,834.0,794.0,1056.0,0,9.0,324.5
2024-01-01,Sitagliptin,Sitavic ,100mg,1056.0,817.0,778.0,1095.0,0,10.0,323.8
2024-02-01,Sitagliptin,Sitavic ,100mg,1095.0,760.0,724.0,1131.0,0,12.0,318.2
2024-03-01,Sitagliptin,Sitavic ,100mg,1131.0,752.0,716.0,1167.0,0,14.0,310.5
2024-04-01,Sitagliptin,Sitavic ,100mg,1167.0,699.0,666.0,1200.0,0,15.0,305.1
2024-05-01,Sitagliptin,Sitavic ,100mg,1200.0,891.0,849.0,1242.0,0,18.0,302.4
2024-06-01,Sitagliptin,Sitavic ,100mg,1242.0,651.0,620.0,1273.0,0,12.0,300.8
2024-07-01,Sitagliptin,Sitavic ,100mg,1273.0,646.0,615.0,1304.0,0,10.0,304.5
2024-08-01,Sitagliptin,Sitavic ,100mg,1304.0,630.0,600.0,1334.0,0,9.0,302.1
2024-09-01,Sitagliptin,Sitavic ,100mg,1334.0,632.0,602.0,1364.0,0,11.0,300.5
2024-10-01,Sitagliptin,Sitavic ,100mg,1364.0,637.0,607.0,1394.0,0,10.0,305.8
2024-11-01,Sitagliptin,Sitavic ,100mg,1394.0,689.0,656.0,1427.0,0,9.0,310.2
2024-12-01,Sitagliptin,Sitavic ,100mg,1427.0,782.0,745.0,1464.0,0,11.0,315.4
2025-01-01,Sitagliptin,Sitavic ,100mg,1464.0,819.0,780.0,1503.0,0,12.0,320.1
2025-02-01,Sitagliptin,Sitavic ,100mg,1503.0,762.0,726.0,1539.0,0,14.0,322.5
2025-03-01,Sitagliptin,Sitavic ,100mg,1539.0,650.0,619.0,1570.0,0,12.0,325.8
2025-04-01,Sitagliptin,Sitavic ,100mg,1570.0,807.0,769.0,1608.0,0,11.0,328.1
2025-05-01,Sitagliptin,Sitavic ,100mg,1608.0,0.0,737.0,871.0,0,0.0,330.4
2025-06-01,Sitagliptin,Sitavic ,100mg,871.0,463.0,441.0,893.0,0,14.0,332.1
2025-07-01,Sitagliptin,Sitavic ,100mg,893.0,821.0,782.0,932.0,0,15.0,335.2
2025-08-01,Sitagliptin,Sitavic ,100mg,932.0,133.0,127.0,938.0,0,12.0,338.5
2025-09-01,Sitagliptin,Sitavic ,100mg,938.0,726.0,691.0,973.0,0,10.0,340.2
2025-10-01,Sitagliptin,Sitavic ,100mg,973.0,716.0,682.0,1007.0,0,11.0,342.1
2025-11-01,Sitagliptin,Sitavic ,100mg,1007.0,1509.0,1437.0,1079.0,0,13.0,345.5
2025-12-01,Sitagliptin,Sitavic ,100mg,1079.0,524.0,499.0,1104.0,0,14.0,348.9
